Label,Mean,StdDev,Max,Median,Mode,NumberOfVoxels,Volume
7,1006.365,469.627,3884,913,791,1806,74.754
24,248.685,171.898,1197,211,113,886,36.673
28,278.164,144.809,1164,254,200,1509,62.461
33,210.282,102.218,865,194,165,2981,123.390
34,171.388,112.276,783,160,0,688,28.478
35,116.906,91.300,606,100,0,1876,77.652
36,336.538,177.586,939,280,280,93,3.849
38,165.276,93.471,607,150,174,619,25.622
39,78.706,86.321,482,54,0,695,28.768
40,149.604,114.614,832,133,0,6299,260.729
41,115.993,93.672,698,99,0,3706,153.399
42,752.495,198.032,1626,742,696,910,37.667
43,101.426,73.516,495,91,0,6343,262.550
44,246.320,84.521,593,234,214,1499,62.047
45,222.433,107.541,823,205,177,991,41.020
46,87.495,73.370,583,75,0,4428,183.284
47,76.325,83.325,489,55,0,1131,46.814
48,76.086,66.528,436,65,0,1491,61.716
49,75.016,64.883,339,67,0,2946,121.941
50,62.924,64.991,351,48,0,1636,67.717
51,179.346,130.231,725,175,0,921,38.122
52,280.023,132.272,895,272,0,3447,142.679
53,86.985,76.310,482,76,0,4323,178.938
54,57.126,55.321,308,46,0,3620,149.839
55,82.722,59.087,320,79,0,2163,89.531
56,84.401,62.243,384,75,0,1233,51.036
57,116.933,78.443,502,108,0,3033,125.542
58,138.529,86.416,580,125,0,1844,76.327
59,13.349,29.556,245,0,0,5556,229.975
60,78.140,73.517,362,65,0,1405,58.156
61,26.028,37.287,213,4,0,1414,58.528
62,28.545,38.854,287,8,0,3691,152.778
63,24.500,37.303,218,0,0,1974,81.708
64,22.768,37.513,311,0,0,4426,183.201
65,25.515,37.119,228,7,0,1566,64.820
66,25.224,35.538,236,6,0,1706,70.615
67,9.573,24.591,314,0,0,5513,228.195
68,10.844,23.954,259,0,0,2015,83.405
69,5.490,15.973,167,0,0,2446,101.245
70,98.826,67.831,574,89,0,4214,174.426
71,10.776,23.397,160,0,0,3920,162.257
72,4.416,12.932,118,0,0,2201,91.104
73,385.832,181.098,1427,357,320,736,30.465
74,420.937,187.430,1150,398,433,2123,87.875
75,476.101,903.694,4095,92,0,218,9.023
76,12.174,23.050,126,0,0,362,14.984
77,496.806,339.829,1996,510,0,1408,58.280
78,356.854,194.980,1162,353,0,3128,129.475
79,177.217,206.537,813,88,0,332,13.742
80,125.039,82.301,559,116,0,5043,208.740
81,55.422,64.587,372,34,0,2329,96.402
82,37.580,47.616,251,17,0,3334,138.001
83,50.561,58.170,345,32,0,2747,113.704
84,44.162,63.020,528,15,0,6738,278.900
85,13.778,23.834,131,0,0,189,7.823
86,31.651,32.353,246,23,0,2668,110.434
87,39.556,46.764,269,22,0,2711,112.214
88,11.878,23.825,165,0,0,2053,84.978
89,11.569,25.672,202,0,0,3932,162.754
90,12.887,26.020,167,0,0,2241,92.760
91,6.146,17.673,188,0,0,1546,63.992
92,21.042,34.540,305,0,0,8039,332.751
93,46.562,53.618,398,29,0,11831,489.710
94,7.505,18.945,156,0,0,2018,83.529
95,18.012,29.255,224,1,0,3704,153.316
96,4.777,14.669,148,0,0,4879,201.952
97,11.972,24.582,178,0,0,4118,170.453
98,4.927,15.480,136,0,0,523,21.648
99,1.691,7.829,74,0,0,188,7.782
100,3.480,12.270,126,0,0,4135,171.156
101,9.990,21.941,191,0,0,7927,328.115
102,36.216,44.724,305,19,0,12798,529.736
103,1.662,7.851,123,0,0,6702,277.410
104,9.565,21.218,161,0,0,3215,133.076
105,38.746,47.041,328,21,0,11408,472.201
106,5.171,14.238,97,0,0,502,20.779
107,76.661,66.891,381,63,0,901,37.294
