Label,Mean,StdDev,Max,Min,Median,Mode,NumberOfVoxels,Volume
1,109.193,80.136,379.000,0,118,0,1960,81.129
2,0.000,0.000,4.900E-324,0,0,0,888,36.756
3,277.178,249.805,1175.000,0,323,0,6841,283.163
4,41.830,102.380,703.000,0,0,0,5041,208.658
5,0.000,0.000,4.900E-324,0,0,0,7072,292.725
6,15.903,37.436,271.000,0,0,0,9324,385.940
7,104.616,127.497,1107.000,0,0,0,10189,421.744
8,0.000,0.000,4.900E-324,0,0,0,927,38.370
9,108.363,108.549,495.000,0,114,0,1713,70.905
10,35.061,65.093,438.000,0,0,0,12862,532.385
11,0.000,0.000,4.900E-324,0,0,0,3929,162.630
12,0.000,0.000,4.900E-324,0,0,0,3368,139.409
13,95.054,113.467,489.000,0,0,0,1673,69.249
14,0.000,0.000,4.900E-324,0,0,0,9107,376.958
15,0.000,0.000,4.900E-324,0,0,0,13847,573.157
16,0.000,0.000,4.900E-324,0,0,0,13991,579.117
17,0.000,0.000,4.900E-324,0,0,0,7550,312.510
18,14.997,47.181,350.000,0,0,0,2657,109.979
19,0.000,0.000,4.900E-324,0,0,0,9983,413.217
20,0.000,0.000,4.900E-324,0,0,0,7977,330.185
21,19.760,68.316,1123.000,0,0,0,14605,604.532
22,144.703,108.258,685.000,0,155,0,7170,296.781
23,0.000,0.000,4.900E-324,0,0,0,9723,402.456
24,104.848,170.616,831.000,0,0,0,7928,328.157
25,90.069,145.682,759.000,0,0,0,15781,653.209
26,0.000,0.000,4.900E-324,0,0,0,4735,195.992
27,0.000,0.000,4.900E-324,0,0,0,6364,263.419
28,0.000,0.000,4.900E-324,0,0,0,5650,233.865
29,0.000,0.000,4.900E-324,0,0,0,4898,202.739
30,104.695,217.883,1138.000,0,0,0,6687,276.789
31,6.201,33.963,365.000,0,0,0,14020,580.317
32,0.000,0.000,4.900E-324,0,0,0,5115,211.721
33,27.257,47.966,300.000,0,0,0,2526,104.556
34,119.968,118.700,1681.000,0,133,0,5553,229.850
35,0.000,0.000,4.900E-324,0,0,0,22505,931.530
36,0.000,0.000,4.900E-324,0,0,0,3384,140.071
37,13.389,66.756,513.000,0,0,0,6416,265.572
38,0.000,0.000,4.900E-324,0,0,0,5943,245.993
39,0.000,0.000,4.900E-324,0,0,0,798,33.031
40,0.000,0.000,4.900E-324,0,0,0,5530,228.898
41,373.237,388.288,1585.000,0,423,0,2236,92.553
42,0.000,0.000,4.900E-324,0,0,0,6048,250.340
43,0.000,0.000,4.900E-324,0,0,0,6486,268.469
44,306.871,403.203,1737.000,0,0,0,8882,367.645
45,5.649,23.289,201.000,0,0,0,4525,187.299
46,7.151,35.000,410.000,0,0,0,22442,928.922
47,0.000,0.000,4.900E-324,0,0,0,6638,274.761
48,0.000,0.000,4.900E-324,0,0,0,6254,258.866
49,0.000,0.000,4.900E-324,0,0,0,5163,213.707
50,275.700,330.889,1469.000,0,18,0,3839,158.904
51,62.194,182.380,1118.000,0,0,0,789,32.658
52,127.472,197.713,1050.000,0,0,0,5378,222.607
53,0.000,0.000,4.900E-324,0,0,0,8721,360.981
54,336.539,358.724,1403.000,0,262,0,6066,251.085
55,0.000,0.000,4.900E-324,0,0,0,6129,253.692
56,2.212,15.697,177.000,0,0,0,4625,191.439
57,11.404,46.759,510.000,0,0,0,18706,774.281
58,0.000,0.000,4.900E-324,0,0,0,5338,220.951
59,0.000,0.000,4.900E-324,0,0,0,3337,138.125
60,0.000,0.000,4.900E-324,0,0,0,2300,95.202
61,1.561,13.394,201.000,0,0,0,16477,682.018
62,43.385,77.723,565.000,0,0,0,4568,189.079
63,0.000,0.000,4.900E-324,0,0,0,6753,279.521
64,0.000,0.000,4.900E-324,0,0,0,5876,243.220
65,75.728,126.164,624.000,0,0,0,13225,547.411
66,0.000,0.000,4.900E-324,0,0,0,6157,254.851
67,0.000,0.000,4.900E-324,0,0,0,6306,261.019
68,0.000,0.000,4.900E-324,0,0,0,115,4.760
69,0.000,0.000,4.900E-324,0,0,0,3383,140.030
70,0.000,0.000,4.900E-324,0,0,0,5241,216.936
71,0.000,0.000,4.900E-324,0,0,0,7163,296.492
72,0.000,0.000,4.900E-324,0,0,0,15706,650.105
73,16.491,47.086,438.000,0,0,0,6001,248.394
74,0.000,0.000,4.900E-324,0,0,0,5589,231.341
75,5.565,33.570,454.000,0,0,0,9892,409.451
76,250.926,206.237,895.000,0,327,0,6117,253.196
77,0.000,0.000,4.900E-324,0,0,0,5186,214.660
78,22.032,84.861,692.000,0,0,0,5291,219.006
79,0.000,0.000,4.900E-324,0,0,0,9339,386.561
80,0.000,0.000,4.900E-324,0,0,0,5962,246.780
81,0.000,0.000,4.900E-324,0,0,0,369,15.274
82,0.000,0.000,4.900E-324,0,0,0,10876,450.181
83,32.880,130.126,1285.000,0,0,0,8815,364.871
84,0.000,0.000,4.900E-324,0,0,0,14431,597.330
85,39.312,72.204,337.000,0,0,0,3686,152.571
86,0.000,0.000,4.900E-324,0,0,0,3931,162.712
87,0.000,0.000,4.900E-324,0,0,0,3522,145.783
88,1.607,17.735,364.000,0,0,0,6289,260.315
89,16.205,57.435,413.000,0,0,0,8908,368.721
90,0.000,0.000,4.900E-324,0,0,0,3720,153.979
91,0.000,0.000,4.900E-324,0,0,0,4382,181.380
92,0.000,0.000,4.900E-324,0,0,0,6089,252.037
93,0.000,0.000,4.900E-324,0,0,0,9168,379.483
94,0.000,0.000,4.900E-324,0,0,0,14028,580.649
