Label,Mean,StdDev,Max,Min,Median,Mode,NumberOfVoxels,Volume
1,39.193,75.225,361.000,0,0,0,1960,81.129
2,0.000,0.000,4.900E-324,0,0,0,888,36.756
3,417.953,295.824,1185.000,0,517,0,6841,283.163
4,134.085,184.661,1133.000,0,0,0,5041,208.658
5,25.226,74.458,709.000,0,0,0,7072,292.725
6,137.337,117.982,584.000,0,160,0,9324,385.940
7,299.998,242.891,995.000,0,352,0,10189,421.744
8,0.000,0.000,4.900E-324,0,0,0,927,38.370
9,80.929,115.849,479.000,0,0,0,1713,70.905
10,167.324,164.525,851.000,0,166,0,12862,532.385
11,0.000,0.000,4.900E-324,0,0,0,3929,162.630
12,0.000,0.000,4.900E-324,0,0,0,3368,139.409
13,163.655,173.024,638.000,0,156,0,1673,69.249
14,0.000,0.000,4.900E-324,0,0,0,9107,376.958
15,148.047,142.502,739.000,0,172,0,13847,573.157
16,97.150,171.939,1406.000,0,0,0,13991,579.117
17,36.833,83.547,694.000,0,0,0,7550,312.510
18,132.841,152.067,622.000,0,0,0,2657,109.979
19,70.150,96.473,598.000,0,0,0,9983,413.217
20,115.506,122.758,572.000,0,109,0,7977,330.185
21,198.224,252.364,1869.000,0,0,0,14605,604.532
22,153.801,109.864,512.000,0,173,0,7170,296.781
23,0.000,0.000,4.900E-324,0,0,0,9723,402.456
24,249.946,270.891,1210.000,0,178,0,7928,328.157
25,270.025,241.578,1148.000,0,291,0,15781,653.209
26,0.000,0.000,4.900E-324,0,0,0,4735,195.992
27,51.341,84.455,400.000,0,0,0,6364,263.419
28,9.396,56.171,594.000,0,0,0,5650,233.865
29,4.810,51.021,816.000,0,0,0,4898,202.739
30,275.122,287.784,1364.000,0,242,0,6687,276.789
31,241.292,228.854,1144.000,0,260,0,14020,580.317
32,67.890,137.194,1549.000,0,0,0,5115,211.721
33,52.405,67.464,343.000,0,0,0,2526,104.556
34,122.649,119.557,983.000,0,139,0,5553,229.850
35,62.197,62.430,452.000,0,61,0,22505,931.530
36,0.000,0.000,4.900E-324,0,0,0,3384,140.071
37,242.486,276.176,937.000,0,0,0,6416,265.572
38,21.200,54.716,331.000,0,0,0,5943,245.993
39,0.000,0.000,4.900E-324,0,0,0,798,33.031
40,0.000,0.000,4.900E-324,0,0,0,5530,228.898
41,214.933,288.911,1360.000,0,0,0,2236,92.553
42,5.929,40.544,480.000,0,0,0,6048,250.340
43,67.939,125.526,676.000,0,0,0,6486,268.469
44,437.751,383.350,1602.000,0,530,0,8882,367.645
45,61.744,93.593,481.000,0,0,0,4525,187.299
46,156.903,171.067,1130.000,0,133,0,22442,928.922
47,82.063,169.069,1032.000,0,0,0,6638,274.761
48,55.669,101.908,504.000,0,0,0,6254,258.866
49,22.093,68.822,616.000,0,0,0,5163,213.707
50,235.507,306.452,1269.000,0,0,0,3839,158.904
51,0.000,0.000,4.900E-324,0,0,0,789,32.658
52,255.447,261.526,1050.000,0,268,0,5378,222.607
53,0.000,0.000,4.900E-324,0,0,0,8721,360.981
54,320.988,387.188,1490.000,0,0,0,6066,251.085
55,0.000,0.000,4.900E-324,0,0,0,6129,253.692
56,66.876,102.677,513.000,0,0,0,4625,191.439
57,133.686,144.860,637.000,0,105,0,18706,774.281
58,34.279,67.383,427.000,0,0,0,5338,220.951
59,0.000,0.000,4.900E-324,0,0,0,3337,138.125
60,132.240,143.800,600.000,0,83,0,2300,95.202
61,66.542,88.240,488.000,0,0,0,16477,682.018
62,142.512,158.702,1092.000,0,123,0,4568,189.079
63,35.821,92.068,602.000,0,0,0,6753,279.521
64,42.026,97.563,604.000,0,0,0,5876,243.220
65,223.358,216.671,991.000,0,273,0,13225,547.411
66,0.000,0.000,4.900E-324,0,0,0,6157,254.851
67,0.000,0.000,4.900E-324,0,0,0,6306,261.019
68,0.000,0.000,4.900E-324,0,0,0,115,4.760
69,0.000,0.000,4.900E-324,0,0,0,3383,140.030
70,0.000,0.000,4.900E-324,0,0,0,5241,216.936
71,167.997,260.242,1111.000,0,0,0,7163,296.492
72,70.251,119.497,753.000,0,0,0,15706,650.105
73,15.605,58.611,756.000,0,0,0,6001,248.394
74,48.289,166.019,1131.000,0,0,0,5589,231.341
75,125.231,181.809,1000.000,0,0,0,9892,409.451
76,197.621,204.293,770.000,0,215,0,6117,253.196
77,155.496,210.910,1042.000,0,0,0,5186,214.660
78,232.035,285.384,1316.000,0,0,0,5291,219.006
79,0.000,0.000,4.900E-324,0,0,0,9339,386.561
80,0.000,0.000,4.900E-324,0,0,0,5962,246.780
81,0.000,0.000,4.900E-324,0,0,0,369,15.274
82,0.000,0.000,4.900E-324,0,0,0,10876,450.181
83,172.413,277.215,2147.000,0,0,0,8815,364.871
84,0.000,0.000,4.900E-324,0,0,0,14431,597.330
85,145.883,144.404,586.000,0,165,0,3686,152.571
86,21.976,79.487,596.000,0,0,0,3931,162.712
87,25.289,78.637,591.000,0,0,0,3522,145.783
88,41.012,127.746,2157.000,0,0,0,6289,260.315
89,132.681,195.263,910.000,0,0,0,8908,368.721
90,0.000,0.000,4.900E-324,0,0,0,3720,153.979
91,0.000,0.000,4.900E-324,0,0,0,4382,181.380
92,0.000,0.000,4.900E-324,0,0,0,6089,252.037
93,52.361,89.111,503.000,0,0,0,9168,379.483
94,21.778,46.668,337.000,0,0,0,14028,580.649
95,0.000,0.000,4.900E-324,0,0,0,4073,168.590
96,11.155,62.131,552.000,0,0,0,4575,189.369
97,0.000,0.000,4.900E-324,0,0,0,5367,222.151
98,38.316,104.088,700.000,0,0,0,6859,283.909
99,60.903,105.251,738.000,0,0,0,5679,235.066
100,0.000,0.000,4.900E-324,0,0,0,5712,236.432
101,0.000,0.000,4.900E-324,0,0,0,3742,154.889
102,116.681,147.200,589.000,0,0,0,3776,156.297
103,0.000,0.000,4.900E-324,0,0,0,6058,250.753
104,28.655,82.322,691.000,0,0,0,9068,375.344
105,0.000,0.000,4.900E-324,0,0,0,8236,340.905
106,146.403,211.791,1114.000,0,0,0,2613,108.158
107,0.000,0.000,4.900E-324,0,0,0,6666,275.920
108,0.000,0.000,4.900E-324,0,0,0,3478,143.962
109,0.000,0.000,4.900E-324,0,0,0,1942,80.383
110,0.000,0.000,4.900E-324,0,0,0,4992,206.629
111,0.000,0.000,4.900E-324,0,0,0,4402,182.208
112,11.787,46.002,348.000,0,0,0,8327,344.672
113,0.000,0.000,4.900E-324,0,0,0,3291,136.221
114,0.000,0.000,4.900E-324,0,0,0,5107,211.390
115,0.000,0.000,4.900E-324,0,0,0,3048,126.163
116,0.000,0.000,4.900E-324,0,0,0,2222,91.973
117,0.000,0.000,4.900E-324,0,0,0,31467,1302.486
118,47.412,114.883,824.000,0,0,0,1998,82.701
119,0.000,0.000,4.900E-324,0,0,0,6038,249.926
120,0.000,0.000,4.900E-324,0,0,0,696,28.809
121,0.000,0.000,4.900E-324,0,0,0,4702,194.626
122,0.000,0.000,4.900E-324,0,0,0,3807,157.580
123,131.813,137.263,679.000,0,127,0,7333,303.528
124,31.937,101.275,667.000,0,0,0,8444,349.515
125,0.000,0.000,4.900E-324,0,0,0,5578,230.885
126,0.000,0.000,4.900E-324,0,0,0,6087,251.954
127,0.000,0.000,4.900E-324,0,0,0,6017,249.056
128,0.000,0.000,4.900E-324,0,0,0,4967,205.595
129,0.000,0.000,4.900E-324,0,0,0,4420,182.953
130,0.000,0.000,4.900E-324,0,0,0,6934,287.013
131,0.000,0.000,4.900E-324,0,0,0,8689,359.656
132,0.000,0.000,4.900E-324,0,0,0,5192,214.908
133,0.000,0.000,4.900E-324,0,0,0,2442,101.080
134,0.000,0.000,4.900E-324,0,0,0,3829,158.490
135,0.000,0.000,4.900E-324,0,0,0,4262,176.413
136,0.000,0.000,4.900E-324,0,0,0,1810,74.920
137,199.120,232.438,928.000,0,0,0,3557,147.232
138,39.732,75.139,614.000,0,0,0,2660,110.103
139,8.072,48.282,584.000,0,0,0,6177,255.679
140,0.000,0.000,4.900E-324,0,0,0,3429,141.934
141,0.000,0.000,4.900E-324,0,0,0,2091,86.551
142,0.000,0.000,4.900E-324,0,0,0,4451,184.236
143,9.909,60.457,886.000,0,0,0,15205,629.367
144,0.000,0.000,4.900E-324,0,0,0,3003,124.301
145,0.000,0.000,4.900E-324,0,0,0,4148,171.694
146,0.000,0.000,4.900E-324,0,0,0,3612,149.508
