Label,Mean,StdDev,Max,Min,Median,Mode,NumberOfVoxels,Volume
1,1425.578,952.671,4095,0,1466,0,2982,123.431
2,951.038,779.050,4095,0,945,0,2320,96.030
3,762.944,756.010,4095,0,539,0,4917,203.525
4,852.628,1263.826,4095,0,179,0,1240,51.326
5,644.428,498.119,4095,0,558,0,6138,254.065
6,445.303,515.383,2720,0,238,0,1839,76.120
7,1946.791,1347.866,4095,0,2158,0,7485,309.820
8,1914.994,1369.663,4095,0,2162,0,6704,277.493
9,294.958,196.671,1135,0,260,0,335,13.866
10,688.310,568.859,4095,0,608,0,5576,230.802
11,2083.507,1606.191,4095,0,2409,0,6810,281.880
12,2218.902,1874.415,4095,0,3094,4095,5556,229.975
13,2308.316,1868.571,4095,0,3266,4095,6089,252.037
14,1788.271,1248.228,4095,0,1916,0,6542,270.787
15,1390.508,1141.340,4095,0,1588,0,3742,154.889
16,529.193,724.997,4095,0,212,0,1547,64.034
17,1813.171,1983.288,4095,0,61,0,2966,122.769
18,2315.478,1606.930,4095,0,2722,4095,13312,551.012
19,2327.607,1650.921,4095,0,2871,0,9405,389.293
20,1827.592,1208.408,4095,0,1915,0,9299,384.905
21,514.796,326.475,1964,0,525,0,936,38.743
22,1393.526,1108.109,4095,0,1471,0,3048,126.163
23,1499.352,1025.881,4095,0,1592,0,3577,148.060
24,287.610,296.401,2314,12,212,199,942,38.991
25,248.461,124.844,872,66,223,182,152,6.292
26,1597.414,1800.691,4095,0,408,4095,8167,338.049
27,1567.103,1745.197,4095,0,156,0,2427,100.459
28,1204.495,914.042,4095,0,1094,0,11903,492.690
29,2098.654,1614.377,4095,0,2617,0,4270,176.744
30,1406.228,1303.950,4095,0,1468,0,2962,122.603
31,1849.684,1815.846,4095,0,1566,0,5290,218.964
32,1635.894,973.540,4095,0,1652,0,8491,351.460
33,1788.020,1280.569,4095,0,1894,0,7013,290.283
34,1634.187,1297.219,4095,0,1861,0,3663,151.619
35,1734.553,1113.493,4095,0,1591,0,16344,676.513
36,1793.142,1853.620,4095,0,916,0,3165,131.006
37,1721.096,1413.075,4095,0,1851,0,5674,234.859
38,1932.754,1888.745,4095,0,1912,0,3076,127.322
39,2153.466,1619.149,4095,0,2541,0,6620,274.016
40,2184.950,1598.884,4095,0,2477,4095,10426,431.554
41,574.267,914.976,4095,0,125,0,1430,59.191
42,1396.996,1610.850,4095,0,308,0,806,33.362
43,1866.180,1182.695,4095,0,1914,0,9672,400.345
44,1394.874,824.046,4095,0,1361,0,4663,193.011
45,2353.050,1452.896,4095,0,2605,4095,20518,849.283
46,1202.038,985.048,4095,0,1124,0,15902,658.217
47,783.473,481.531,3794,0,670,580,8938,369.963
48,1372.978,1095.122,4095,0,1455,0,5842,241.813
49,985.205,698.087,4074,0,951,0,8729,361.312
50,1486.985,1131.066,4095,0,1604,0,3249,134.483
51,1119.855,989.518,4095,0,1209,0,2767,114.532
52,1861.825,1757.866,4095,0,2087,0,3537,146.404
53,1516.841,1121.673,4095,0,1527,0,7237,299.555
54,1487.806,1052.564,4095,0,1409,0,8188,338.919
55,842.955,776.733,4095,0,710,0,1540,63.744
56,2199.480,1543.199,4095,0,2649,0,8950,370.459
57,1769.678,1857.180,4095,0,604,0,2707,112.048
58,2261.444,1662.923,4095,0,2730,4095,8182,338.670
59,1944.696,1355.844,4095,0,2056,0,8619,356.759
60,2138.245,1497.414,4095,0,2370,0,8229,340.616
61,1300.713,946.607,4095,0,1279,0,7168,296.699
62,720.092,763.867,4095,0,447,0,4231,175.130
63,1473.464,1024.986,4095,0,1514,0,3081,127.529
64,1520.678,1735.386,4095,0,234,0,2000,82.784
65,1259.806,989.942,4095,0,1297,0,3344,138.415
66,1160.973,855.389,4095,0,1169,0,4285,177.365
67,1148.691,1074.098,4095,0,1204,0,3222,133.365
68,2245.403,1698.586,4095,0,2817,0,6953,287.799
69,2571.738,1590.386,4095,0,3126,4095,19706,815.673
70,1852.054,1829.658,4095,0,1689,0,3700,153.151
71,2161.875,1547.610,4095,0,2549,0,8923,369.342
72,2107.485,1732.938,4095,0,2578,0,5161,213.625
73,923.806,652.762,4095,0,848,0,9516,393.887
74,1092.267,1542.845,4095,0,146,0,1410,58.363
75,861.968,1054.997,3775,0,191,0,986,40.813
76,1116.970,1592.929,4095,0,116,0,1607,66.517
77,1705.328,1526.609,4095,0,1871,0,4423,183.077
78,2157.466,1568.887,4095,0,2583,0,7090,293.470
79,2215.172,1877.683,4095,0,3074,4095,5717,236.639
80,2398.381,1756.879,4095,0,3116,4095,8312,344.051
81,1138.171,746.092,4095,0,1058,0,8125,336.311
82,1152.576,996.625,4095,0,970,0,5687,235.397
83,911.681,594.813,4095,0,800,0,6809,281.839
84,857.250,619.162,4095,0,805,0,3081,127.529
85,1673.959,1169.292,4095,0,1720,0,3813,157.828
86,734.952,670.984,4095,0,741,0,2249,93.091
