Label,Mean,StdDev,Max,Min,Median,Mode,NumberOfVoxels,Volume
1,277.837,280.719,2895,0,244,0,2982,123.431
2,343.033,574.393,4095,0,120,0,2320,96.030
3,389.982,815.607,4095,0,47,0,4917,203.525
4,125.828,183.161,892,0,16,0,1240,51.326
5,24.760,47.050,532,0,0,0,6138,254.065
6,52.408,76.249,475,0,6,0,1839,76.120
7,220.922,213.754,1937,0,205,0,7485,309.820
8,195.490,183.532,1402,0,186,0,6704,277.493
9,19.352,30.764,169,0,0,0,335,13.866
10,52.682,67.484,577,0,26,0,5576,230.802
11,127.657,139.766,967,0,99,0,6810,281.880
12,232.485,260.142,1817,0,169,0,5556,229.975
13,194.701,207.846,1367,0,151,0,6089,252.037
14,170.732,145.818,905,0,167,0,6542,270.787
15,103.290,103.487,496,0,87,0,3742,154.889
16,77.972,103.676,504,0,20,0,1547,64.034
17,291.783,340.805,1227,0,60,0,2966,122.769
18,91.193,98.654,755,0,71,0,13312,551.012
19,300.347,244.315,1194,0,327,0,9405,389.293
20,160.634,165.594,1505,0,140,0,9299,384.905
21,29.647,44.593,296,0,0,0,936,38.743
22,232.877,196.766,909,0,231,0,3048,126.163
23,209.882,162.321,847,0,218,0,3577,148.060
24,26.059,40.566,247,0,7,0,942,38.991
25,15.336,18.773,91,0,7,0,152,6.292
26,268.817,342.026,1670,0,64,0,8167,338.049
27,287.350,341.636,1418,0,61,0,2427,100.459
28,101.538,113.729,932,0,76,0,11903,492.690
29,289.166,252.569,1314,0,304,0,4270,176.744
30,125.125,149.225,808,0,69,0,2962,122.603
31,223.640,253.293,1161,0,105,0,5290,218.964
32,117.483,103.279,766,0,105,0,8491,351.460
33,153.281,142.404,1069,0,138,0,7013,290.283
34,136.029,147.627,1123,0,111,0,3663,151.619
35,104.508,112.003,1176,0,78,0,16344,676.513
36,188.724,253.808,1403,0,26,0,3165,131.006
37,54.000,76.624,683,0,16,0,5674,234.859
38,187.485,238.163,1442,0,55,0,3076,127.322
39,144.524,144.275,799,0,125,0,6620,274.016
40,152.580,165.075,1253,0,123,0,10426,431.554
41,26.180,49.095,320,0,0,0,1430,59.191
42,69.133,92.990,411,0,0,0,806,33.362
43,268.887,259.631,2060,0,230,0,9672,400.345
44,114.602,132.442,1299,0,94,0,4663,193.011
45,130.939,133.169,1136,0,107,0,20518,849.283
46,37.260,57.221,488,0,0,0,15902,658.217
47,114.737,76.301,515,0,104,0,8938,369.963
48,127.781,124.471,684,0,112,0,5842,241.813
49,136.062,109.546,717,0,129,0,8729,361.312
50,174.544,160.261,955,0,163,0,3249,134.483
51,118.553,124.132,743,0,92,0,2767,114.532
52,141.725,172.277,1178,0,63,0,3537,146.404
53,82.703,96.413,822,0,54,0,7237,299.555
54,67.270,86.740,702,0,38,0,8188,338.919
55,61.666,94.211,573,0,14,0,1540,63.744
56,141.209,130.028,852,0,133,0,8950,370.459
57,111.739,151.262,785,0,0,0,2707,112.048
58,193.471,189.445,1223,0,173,0,8182,338.670
59,108.360,127.059,1425,0,84,0,8619,356.759
60,198.812,187.637,1230,0,182,0,8229,340.616
61,114.486,106.733,700,0,100,0,7168,296.699
62,60.948,84.105,518,0,18,0,4231,175.130
63,179.652,156.505,1175,0,172,0,3081,127.529
64,168.055,245.321,1226,0,3,0,2000,82.784
65,111.460,105.560,582,0,97,0,3344,138.415
66,189.582,160.111,1193,0,188,0,4285,177.365
67,92.667,110.618,684,0,55,0,3222,133.365
68,156.915,165.931,1107,0,136,0,6953,287.799
69,183.054,162.339,1277,0,174,0,19706,815.673
70,184.934,231.372,1460,0,62,0,3700,153.151
71,150.397,149.780,1060,0,134,0,8923,369.342
72,251.711,271.553,1847,0,211,0,5161,213.625
73,22.522,38.599,288,0,0,0,9516,393.887
74,146.054,208.076,995,0,24,0,1410,58.363
75,102.554,146.704,687,0,0,0,986,40.813
76,150.661,226.692,1092,0,17,0,1607,66.517
77,81.329,111.993,812,0,24,0,4423,183.077
78,221.303,205.287,1725,0,219,0,7090,293.470
79,206.404,219.337,1168,0,174,0,5717,236.639
80,266.600,251.493,1249,0,249,0,8312,344.051
81,61.988,70.819,693,0,43,0,8125,336.311
82,125.829,128.045,866,0,101,0,5687,235.397
83,66.998,72.250,555,0,49,0,6809,281.839
84,88.496,87.836,547,0,70,0,3081,127.529
85,204.296,176.560,924,0,197,0,3813,157.828
86,61.586,80.499,459,0,12,0,2249,93.091
