Label,Mean,StdDev,Max,Min,Median,Mode,NumberOfVoxels,Volume
1,24.157,35.542,248,0,3,0,2337,96.733
2,24.788,35.214,250,0,6,0,7226,299.099
3,16.396,26.623,185,0,1,0,2111,87.379
4,543.519,690.350,4095,0,244,0,2677,110.807
5,651.674,758.517,4095,0,386,0,4857,201.041
6,1185.620,1642.344,4095,0,159,0,1324,54.803
7,13.838,24.361,183,0,0,0,5554,229.892
8,31.356,41.820,284,0,11,0,2770,114.656
9,61.662,72.692,412,0,36,0,3495,144.665
10,81.346,82.420,453,0,61,0,4880,201.994
11,19.994,31.535,184,0,0,0,3807,157.580
12,65.864,64.750,357,0,53,0,3950,163.499
13,39.218,45.508,272,0,24,0,2673,110.641
14,24.624,35.859,231,0,5,0,2995,123.969
15,163.548,170.941,972,0,122,0,7113,294.422
16,40.507,48.164,312,0,23,0,6209,257.004
17,112.058,118.002,571,0,77,0,4257,176.206
18,36.425,48.155,272,0,13,0,2959,122.479
19,68.580,64.164,364,0,58,0,11517,476.713
20,174.303,176.204,1045,0,133,0,6963,288.213
21,79.388,85.634,486,0,52,0,5060,209.444
22,33.639,41.888,246,0,17,0,5228,216.398
23,1245.012,1534.030,4095,0,211,0,1282,53.065
24,75.070,83.177,559,0,52,0,8427,348.811
25,55.745,73.080,376,0,22,0,2796,115.732
26,95.624,104.841,594,0,66,0,6359,263.212
27,51.509,58.311,329,0,32,0,3786,156.711
28,77.298,84.841,454,0,50,0,1964,81.294
29,28.227,34.111,195,0,15,0,2577,106.667
30,88.296,77.059,485,0,76,0,971,40.192
31,30.071,38.700,235,0,13,0,2542,105.219
32,83.390,78.241,416,0,73,0,2538,105.053
33,37.989,41.025,254,0,26,0,2834,117.305
34,79.947,82.978,525,0,59,0,6154,254.727
35,69.774,80.430,840,0,51,0,6874,284.529
36,109.300,101.017,450,0,96,0,2821,116.767
37,836.568,1258.143,4095,0,161,0,3236,133.945
38,61.056,66.501,335,0,39,0,2595,107.413
39,621.541,854.069,4095,0,252,0,5805,240.281
