Label,Mean,StdDev,Max,Min,Median,Mode,NumberOfVoxels,Volume
1,941.883,589.841,4095,0,828,0,2337,96.733
2,1202.825,621.479,4095,143,1048,4095,7226,299.099
3,797.738,454.955,3410,0,687,633,2111,87.379
4,921.733,624.621,3977,0,794,0,2677,110.807
5,1056.667,717.582,4095,0,938,0,4857,201.041
6,241.774,655.305,4095,0,45,0,1324,54.803
7,1081.418,649.692,4095,148,912,4095,5554,229.892
8,1542.798,1079.256,4095,0,1568,0,2770,114.656
9,1990.349,1364.227,4095,0,2002,0,3495,144.665
10,1473.922,1128.685,4095,0,1473,0,4880,201.994
11,952.783,639.011,4095,0,840,0,3807,157.580
12,1988.530,1412.623,4095,0,2085,0,3950,163.499
13,1352.708,892.863,4095,0,1306,0,2673,110.641
14,1313.473,763.310,4095,0,1128,4095,2995,123.969
15,2277.610,1444.222,4095,0,2511,0,7113,294.422
16,1800.201,1172.449,4095,0,1819,0,6209,257.004
17,1559.720,1311.373,4095,0,1807,0,4257,176.206
18,1551.907,1557.183,4095,0,1143,0,2959,122.479
19,1949.662,1199.489,4095,0,1993,0,11517,476.713
20,2343.314,1553.443,4095,0,2732,0,6963,288.213
21,2032.646,1502.804,4095,0,2261,0,5060,209.444
22,1580.975,1024.837,4095,0,1517,0,5228,216.398
23,61.827,102.951,539,0,0,0,1282,53.065
24,2009.786,1457.252,4095,0,2136,0,8427,348.811
25,1781.075,1554.095,4095,0,1951,0,2796,115.732
26,1254.115,1157.736,4095,0,1188,0,6359,263.212
27,1333.560,1087.237,4095,0,1410,0,3786,156.711
28,1493.689,1001.669,4095,0,1521,0,1964,81.294
29,1000.694,614.434,4027,113,853,699,2577,106.667
30,593.527,298.040,2061,132,532,381,971,40.192
31,1258.557,802.136,4095,0,1143,0,2542,105.219
32,958.993,783.546,4095,0,946,0,2538,105.053
33,1396.402,991.017,4095,0,1466,0,2834,117.305
34,1290.140,894.741,4095,0,1289,0,6154,254.727
35,603.658,417.095,3844,0,514,406,6874,284.529
36,1048.082,906.668,4095,0,1033,0,2821,116.767
37,1083.207,1179.516,4095,0,753,0,3236,133.945
38,1244.546,1111.852,4095,0,1306,0,2595,107.413
39,1384.300,1334.455,4095,0,1451,0,5805,240.281
40,1470.135,1292.900,4095,0,1660,0,3611,149.467
41,1080.133,794.430,4095,0,1035,0,3532,146.197
42,320.046,693.562,3787,0,31,0,1227,50.788
43,1274.206,991.310,4095,0,1224,0,7197,297.899
44,864.357,806.798,4095,0,816,0,7862,325.425
45,265.959,206.159,788,0,240,0,74,3.063
46,1579.655,957.623,4095,0,1433,4095,13797,571.087
47,1611.335,1345.623,4095,0,1670,0,5425,224.552
48,1574.755,1340.660,4095,0,1759,0,5090,210.686
49,1033.814,930.260,4095,0,909,0,4549,188.293
50,1147.419,721.540,4095,2,987,4095,3428,141.892
51,1998.812,1387.266,4095,0,2178,0,6473,267.931
52,1722.456,1072.547,4095,0,1820,0,6032,249.677
53,1568.534,1219.384,4095,0,1722,0,4983,206.257
54,1216.288,1053.997,4095,0,1147,0,11829,489.627
55,828.628,588.167,3990,0,783,0,4189,173.392
