Label,Mean,StdDev,Max,Min,Median,Mode,NumberOfVoxels,Volume
1,577.387,337.693,1733,133,452,237,243,10.058
2,493.318,266.855,1603,86,416,348,444,18.378
3,680.895,308.578,2480,148,604,530,1305,54.017
4,841.951,417.244,3304,0,772,0,3570,147.770
5,791.312,195.093,1415,337,787,541,599,24.794
6,892.740,425.528,4095,0,832,643,5664,234.445
7,402.087,170.416,1399,95,367,329,1779,73.637
8,995.109,721.305,4095,0,954,0,6833,282.832
9,1121.505,693.046,4095,0,1160,0,6775,280.432
10,1040.017,793.780,4095,0,1061,0,4010,165.982
11,882.137,459.630,4095,0,788,672,5142,212.838
12,1361.267,878.631,4095,0,1223,0,1686,69.787
13,2444.958,1774.743,4095,0,3347,4095,4448,184.112
14,2032.958,1443.769,4095,0,2259,0,5745,237.798
15,2493.531,1795.838,4095,0,3465,4095,5069,209.817
16,2559.294,1736.227,4095,0,3457,4095,4157,172.067
17,2513.385,1687.675,4095,0,3229,4095,4797,198.558
18,2421.965,1474.394,4095,0,2766,4095,10761,445.421
19,1483.288,1044.574,4095,0,1545,0,1748,72.353
20,1846.513,1603.707,4095,0,2034,4095,2794,115.650
21,1076.582,588.890,4095,176,935,571,3894,161.181
22,1680.176,946.770,4095,0,1751,0,5661,234.321
23,1264.010,529.536,4095,0,1189,0,2752,113.911
24,2185.436,1374.833,4095,0,2388,0,6084,251.830
25,2900.103,1573.355,4095,0,3795,4095,9640,399.020
26,2921.816,1581.836,4095,0,3821,4095,10447,432.423
27,1871.203,1077.493,4095,0,1922,0,5616,232.458
28,2022.445,1373.993,4095,0,2208,0,4984,206.298
29,1797.647,1062.915,4095,0,1789,4095,5966,246.945
30,3264.034,1128.696,4095,47,3869,4095,117,4.843
31,1559.297,943.512,4095,0,1512,0,2834,117.305
32,1964.769,1599.210,4095,0,2230,0,2880,119.209
33,1230.979,701.601,4095,0,1155,4095,1077,44.579
34,1985.271,1838.733,4095,0,1220,4095,2268,93.877
35,1062.822,886.388,4095,0,958,0,3677,152.199
36,2710.528,1636.382,4095,0,3539,4095,12958,536.359
37,1938.912,1856.455,4095,0,1071,4095,1844,76.327
38,1001.364,728.184,4095,31,793,4095,5119,211.886
39,1764.853,1336.221,4095,0,1753,0,3823,158.242
40,2327.878,1300.169,4095,0,2318,4095,31664,1310.640
41,1098.437,921.933,4095,0,973,0,3253,134.649
42,1657.524,1459.388,4095,0,1486,0,3402,140.816
43,1105.256,818.888,4095,0,1064,0,3025,125.211
44,517.533,381.855,2945,0,403,251,1751,72.478
45,1105.009,976.467,4095,0,955,0,7731,320.002
46,659.346,342.949,2498,0,616,520,3291,136.221
47,596.414,449.697,3122,0,502,682,2201,91.104
48,1141.914,657.368,4095,0,1006,0,5216,215.901
49,703.070,670.087,3967,0,541,0,4577,189.452
50,1961.635,1606.329,4095,0,2141,4095,2672,110.600
51,1550.534,1538.196,4095,0,1039,4095,3416,141.395
52,394.186,305.889,3751,29,324,290,4024,166.562
53,272.694,184.421,1383,0,264,0,7269,300.879
54,1241.605,1290.629,4095,0,813,0,3406,140.982
55,1881.215,1847.840,4095,0,1110,4095,1741,72.064
56,125.342,91.818,582,0,113,0,3254,134.690
57,179.165,136.724,687,0,167,0,3975,164.534
58,584.906,713.226,4095,0,334,0,2959,122.479
59,188.195,172.025,1003,0,144,0,2651,109.730
60,766.607,1091.931,4095,0,220,0,1698,70.284
61,613.036,657.156,3291,0,336,0,1577,65.275
62,230.366,192.847,1075,0,201,0,5986,247.773
63,158.194,124.498,639,0,141,0,6169,255.348
64,130.368,144.024,966,0,84,0,2935,121.486
65,198.663,168.627,865,0,180,0,4281,177.200
66,130.172,89.132,652,0,115,0,3097,128.191
67,153.800,123.426,603,0,140,0,6127,253.609
68,125.600,96.761,564,0,117,0,5461,226.042
69,280.497,242.986,1472,0,248,0,5674,234.859
70,323.339,258.537,1369,0,297,0,10401,430.519
71,198.387,166.274,1156,0,164,0,4388,181.629
72,176.451,150.698,1097,0,153,0,4069,168.425
73,83.451,74.838,351,0,67,0,2624,108.613
74,62.727,65.931,367,0,44,0,3263,135.062
75,464.856,629.750,4095,0,193,0,3248,134.442
76,75.920,68.526,410,0,64,0,5828,241.233
77,132.835,120.372,641,0,107,0,7781,322.072
78,49.086,47.108,271,0,39,0,6564,271.698
79,57.073,59.068,400,0,42,0,3863,159.898
80,151.295,154.018,923,0,102,0,6068,251.167
81,103.917,75.289,432,0,101,0,20481,847.752
82,37.419,42.791,229,0,24,0,4794,198.434
83,184.052,190.449,968,0,113,0,3755,155.427
84,92.260,83.088,486,0,75,0,6590,272.774
85,65.167,60.923,325,0,52,0,9584,396.702
86,52.282,59.402,387,0,32,0,3852,159.442
87,20.949,24.804,246,0,13,0,4581,189.617
88,191.338,228.049,1189,0,99,0,2291,94.829
89,109.155,93.321,544,0,92,0,10583,438.053
90,23.828,33.082,243,0,6,0,4924,203.815
91,36.937,42.366,282,0,23,0,3532,146.197
92,47.393,55.630,329,0,29,0,9652,399.517
93,33.739,44.038,242,0,14,0,3340,138.250
94,51.475,58.766,352,0,32,0,4884,202.159
95,41.235,45.069,261,0,28,0,8038,332.710
96,10.657,20.121,133,0,0,0,1239,51.285
