Label,Mean,StdDev,Max,Min,Median,Mode,NumberOfVoxels,Volume
1,120.263,400.225,3330,0,0,0,1960,81.129
2,3.231,10.961,111,0,0,0,888,36.756
3,54.254,63.575,375,0,32,0,6841,283.163
4,45.998,58.498,328,0,21,0,5041,208.658
5,22.790,38.188,323,0,0,0,7072,292.725
6,33.356,44.106,360,0,13,0,9324,385.940
7,6.905,21.017,234,0,0,0,10189,421.744
8,9.612,21.614,135,0,0,0,927,38.370
9,10.478,23.069,187,0,0,0,1713,70.905
10,28.683,42.270,271,0,0,0,12862,532.385
11,16.227,32.828,315,0,0,0,3929,162.630
12,30.212,45.182,363,0,4,0,3368,139.409
13,9.622,22.412,188,0,0,0,1673,69.249
14,18.891,32.981,271,0,0,0,9107,376.958
15,9.174,21.015,225,0,0,0,13847,573.157
16,9.014,21.865,268,0,0,0,13991,579.117
17,12.792,27.071,241,0,0,0,7550,312.510
18,9.842,23.215,228,0,0,0,2657,109.979
19,38.661,49.206,347,0,16,0,9983,413.217
20,3.383,11.529,140,0,0,0,7977,330.185
21,8.345,21.297,252,0,0,0,14605,604.532
22,8.696,21.247,199,0,0,0,7170,296.781
23,107.546,109.651,721,0,89,0,9723,402.456
24,6.423,23.936,315,0,0,0,7928,328.157
25,24.278,37.557,290,0,0,0,15781,653.209
26,18.228,35.152,329,0,0,0,4735,195.992
27,23.707,36.457,401,0,6,0,6364,263.419
28,23.450,41.131,333,0,0,0,5650,233.865
29,3.871,14.405,179,0,0,0,4898,202.739
30,6.233,18.669,202,0,0,0,6687,276.789
31,8.108,20.977,261,0,0,0,14020,580.317
32,51.333,62.995,416,0,30,0,5115,211.721
33,23.933,38.871,262,0,0,0,2526,104.556
34,48.912,55.514,384,0,31,0,5553,229.850
35,30.980,43.578,361,0,13,0,22505,931.530
36,72.730,84.742,506,0,49,0,3384,140.071
37,8.274,16.446,199,0,0,0,6416,265.572
38,54.205,52.309,291,0,44,0,5943,245.993
39,30.726,40.667,238,0,13,0,798,33.031
40,128.146,100.805,705,0,117,0,5530,228.898
41,49.574,65.706,315,0,14,0,2236,92.553
42,59.826,71.846,616,0,38,0,6048,250.340
43,30.253,44.010,288,0,3,0,6486,268.469
44,20.108,35.035,286,0,0,0,8882,367.645
45,75.123,82.727,461,0,51,0,4525,187.299
46,33.275,49.972,502,0,5,0,22442,928.922
47,37.767,56.087,403,0,5,0,6638,274.761
48,33.112,45.923,288,0,4,0,6254,258.866
49,69.041,76.031,450,0,49,0,5163,213.707
50,21.054,42.121,265,0,0,0,3839,158.904
51,0.013,0.356,10,0,0,0,789,32.658
52,13.735,29.130,288,0,0,0,5378,222.607
53,16.441,31.245,300,0,0,0,8721,360.981
54,3.410,13.944,189,0,0,0,6066,251.085
55,121.785,106.293,1115,0,103,0,6129,253.692
56,72.359,72.055,376,0,58,0,4625,191.439
57,82.735,77.712,608,0,69,0,18706,774.281
58,61.202,81.687,523,0,18,0,5338,220.951
59,51.047,67.615,473,0,14,0,3337,138.125
60,22.701,34.033,211,0,0,0,2300,95.202
61,101.280,77.895,541,0,91,0,16477,682.018
62,47.825,61.087,382,0,16,0,4568,189.079
63,26.984,41.368,331,0,1,0,6753,279.521
64,51.868,65.462,587,0,30,0,5876,243.220
65,12.599,28.845,299,0,0,0,13225,547.411
66,181.379,126.127,1071,0,165,0,6157,254.851
67,50.432,57.303,391,0,33,0,6306,261.019
68,123.765,74.428,383,0,114,0,115,4.760
69,118.445,103.085,735,0,101,0,3383,140.030
70,191.147,143.058,816,0,190,0,5241,216.936
71,15.105,33.218,311,0,0,0,7163,296.492
72,146.803,127.170,804,0,133,0,15706,650.105
73,378.795,384.896,2143,0,323,0,6001,248.394
74,96.446,107.385,885,0,67,0,5589,231.341
75,69.436,82.343,560,0,40,0,9892,409.451
76,21.077,33.537,261,0,1,0,6117,253.196
77,42.272,55.974,480,0,20,0,5186,214.660
78,35.926,52.764,377,0,2,0,5291,219.006
79,189.015,139.154,958,0,182,0,9339,386.561
80,147.904,142.406,1127,0,133,0,5962,246.780
81,4.775,15.807,132,0,0,0,369,15.274
82,93.755,92.996,567,0,78,0,10876,450.181
83,126.713,139.389,715,0,85,0,8815,364.871
84,120.214,134.609,1441,0,94,0,14431,597.330
85,68.934,75.337,421,0,51,0,3686,152.571
86,159.864,120.985,872,0,145,0,3931,162.712
87,283.653,252.601,1817,0,275,0,3522,145.783
88,43.940,52.152,318,0,25,0,6289,260.315
89,68.906,89.490,769,0,29,0,8908,368.721
90,149.392,156.376,1218,0,110,0,3720,153.979
91,457.576,289.169,2183,0,430,0,4382,181.380
92,135.431,76.292,534,0,128,0,6089,252.037
93,101.023,93.979,616,0,86,0,9168,379.483
94,410.782,229.023,1567,0,423,0,14028,580.649
95,435.625,204.731,1413,0,405,330,4073,168.590
96,70.117,58.577,423,0,60,0,4575,189.369
97,168.891,127.218,930,0,149,0,5367,222.151
98,167.498,128.605,666,0,163,0,6859,283.909
99,367.291,335.799,1679,0,337,0,5679,235.066
100,475.936,330.657,2635,0,423,0,5712,236.432
101,507.605,452.876,2746,0,468,0,3742,154.889
102,34.593,97.152,1794,0,0,0,3776,156.297
103,63.352,74.248,564,0,42,0,6058,250.753
104,220.406,225.341,1767,0,178,0,9068,375.344
105,304.337,174.400,1538,0,277,0,8236,340.905
106,39.556,78.023,522,0,0,0,2613,108.158
107,68.012,74.559,563,0,48,0,6666,275.920
108,532.832,349.753,3185,0,504,0,3478,143.962
109,290.265,152.139,1359,0,268,170,1942,80.383
110,245.878,172.829,1463,0,212,203,4992,206.629
111,94.520,96.235,926,0,73,0,4402,182.208
112,209.299,195.211,1504,0,190,0,8327,344.672
113,81.689,84.420,699,0,63,0,3291,136.221
114,1222.863,651.308,4095,0,1221,0,5107,211.390
115,104.938,103.463,843,0,84,0,3048,126.163
116,95.098,76.726,421,0,82,0,2222,91.973
117,733.622,538.176,4095,0,693,0,31467,1302.486
118,103.628,128.265,582,0,31,0,1998,82.701
119,56.603,71.591,520,0,30,0,6038,249.926
120,343.876,226.349,1071,0,366,0,696,28.809
121,1126.630,822.031,4095,0,1065,0,4702,194.626
122,503.577,443.061,2120,0,472,0,3807,157.580
123,84.490,83.187,486,0,71,0,7333,303.528
124,69.238,96.874,656,0,22,0,8444,349.515
125,815.151,626.345,4095,0,712,0,5578,230.885
126,43.290,63.225,424,0,8,0,6087,251.954
127,967.315,594.213,4095,0,950,0,6017,249.056
128,1604.419,1061.186,4095,0,1627,0,4967,205.595
129,409.644,302.613,2184,0,378,0,4420,182.953
130,38.870,64.084,562,0,0,0,6934,287.013
131,311.427,227.389,1846,0,279,0,8689,359.656
132,420.350,338.397,2227,0,388,0,5192,214.908
133,139.552,118.775,1084,0,117,0,2442,101.080
134,773.612,517.451,2957,0,781,0,3829,158.490
135,99.310,78.398,653,0,84,0,4262,176.413
136,220.691,226.217,2002,0,166,0,1810,74.920
137,71.148,78.412,437,0,49,0,3557,147.232
138,1507.614,1681.491,4095,0,490,0,2660,110.103
139,829.976,882.447,4095,0,601,0,6177,255.679
140,569.526,338.646,3518,0,509,598,3429,141.934
141,268.108,160.615,1099,0,248,0,2091,86.551
142,344.173,213.098,2215,0,305,189,4451,184.236
143,533.770,661.406,4095,0,236,0,15205,629.367
144,202.456,94.854,928,2,188,220,3003,124.301
145,131.552,90.190,561,0,120,0,4148,171.694
146,319.177,165.186,901,0,305,0,3612,149.508
